sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
NC_003888.3	NC_003888.3_1287	1401207	1402082	+	PF02673	Pfam	1.380507495369886e-85	4.990988775740731e-89	7	272	0.0018989765748850386
NC_003888.3	NC_003888.3_1292	1405031	1405810	-	PF00501	Pfam	1.3798620327953205e-21	4.988655216179756e-25	22	122	0.406386715858981
NC_003888.3	NC_003888.3_1293	1406138	1408480	+	PF00196	Pfam	3.224996871233327e-17	1.1659424697155919e-20	717	770	0.3982946968182541
NC_003888.3	NC_003888.3_1297	1411885	1412625	-	PF00106	Pfam	2.6290617745478987e-50	9.504923263007588e-54	6	196	0.3335693346267983
NC_003888.3	NC_003888.3_1297	1411885	1412625	-	PF08659	Pfam	9.283995166366415e-14	3.356469691383375e-17	7	165	0.3335693346267983
NC_003888.3	NC_003888.3_1297	1411885	1412625	-	PF13561	Pfam	1.2310741839489048e-58	4.450738192150777e-62	12	245	0.3335693346267983
NC_003888.3	NC_003888.3_1298	1412774	1414348	+	PF20154	Pfam	4.1656544646820716e-23	1.5060211369060274e-26	21	178	0.32385630860566833
NC_003888.3	NC_003888.3_1298	1412774	1414348	+	PF00795	Pfam	2.3936584045311656e-24	8.653862633879847e-28	221	446	0.32385630860566833
NC_003888.3	NC_003888.3_1299	1414272	1415177	-	PF01408	Pfam	2.267373444013396e-13	8.197300954495286e-17	1	121	0.3201752400869906
NC_003888.3	NC_003888.3_1300	1415191	1416357	-	PF13450	Pfam	8.057527819310908e-8	2.9130613952678625e-11	2	31	0.3184580312549957
NC_003888.3	NC_003888.3_1300	1415191	1416357	-	PF01494	Pfam	1.294003548496428e-22	4.6782485484324947e-26	2	302	0.3184580312549957
NC_003888.3	NC_003888.3_1301	1416484	1417104	+	PF17940	Pfam	7.241735399890416e-28	2.618125596489666e-31	89	200	0.3092310288009902
NC_003888.3	NC_003888.3_1302	1417147	1417659	+	PF12867	Pfam	1.259999654638604e-7	4.555313285027491e-11	22	156	0.2945363751907519
NC_003888.3	NC_003888.3_1305	1418995	1419678	-	PF03167	Pfam	1.617268914576386e-23	5.8469591994807884e-27	57	208	0.28252456067674936
NC_003888.3	NC_003888.3_1306	1419752	1421338	-	PF00496	Pfam	3.086742792735394e-72	1.1159590718493833e-75	79	443	0.2817140272999298
NC_003888.3	NC_003888.3_1307	1421547	1422308	-	PF00106	Pfam	8.897146631992656e-49	3.216611219086282e-52	10	200	0.28565510214701556
NC_003888.3	NC_003888.3_1307	1421547	1422308	-	PF13561	Pfam	3.821286462629918e-56	1.3815207746312067e-59	16	246	0.28565510214701556
NC_003888.3	NC_003888.3_1308	1422352	1423113	-	PF00106	Pfam	1.2190003998563456e-54	4.40708749044232e-58	8	196	0.2915318334884455
NC_003888.3	NC_003888.3_1308	1422352	1423113	-	PF08659	Pfam	6.383994427028835e-22	2.3080240155563397e-25	10	169	0.2915318334884455
NC_003888.3	NC_003888.3_1308	1422352	1423113	-	PF13561	Pfam	4.685773712942308e-64	1.6940613568121142e-67	13	250	0.2915318334884455
NC_003888.3	NC_003888.3_1311	1424614	1425369	-	PF20613	Pfam	1.7006062943182638e-14	6.148251244823802e-18	11	239	0.3205452997692597
NC_003888.3	NC_003888.3_1313	1426295	1429033	+	PF00196	Pfam	9.206122451908002e-15	3.328316143133768e-18	851	903	0.2522531099255296
NC_003888.3	NC_003888.3_1314	1429057	1430469	-	PF00557	Pfam	1.0305324676337328e-49	3.725713910461796e-53	210	444	0.16875963096737523
NC_003888.3	NC_003888.3_1317	1432286	1433899	-	PF00082	Pfam	4.661787497938069e-44	1.685389550953749e-47	165	398	0.1683472748067474
NC_003888.3	NC_003888.3_1318	1434218	1434715	+	PF00355	Pfam	3.66683549457632e-16	1.325681668321157e-19	73	151	0.13253805677569175
NC_003888.3	NC_003888.3_1320	1435312	1436223	-	PF00126	Pfam	2.099438529722955e-20	7.590160989598536e-24	4	63	0.04324118273742316
NC_003888.3	NC_003888.3_1320	1435312	1436223	-	PF03466	Pfam	8.591138478077992e-43	3.105979203932752e-46	88	296	0.04324118273742316
NC_003888.3	NC_003888.3_1321	1436298	1437296	+	PF00892	Pfam	8.674499631825986e-17	3.136117003552417e-20	26	152	0.02043255516206944
NC_003888.3	NC_003888.3_1321	1436298	1437296	+	PF00892	Pfam	9.422068261054637e-19	3.406387657648097e-22	165	299	0.02043255516206944
NC_003888.3	NC_003888.3_1322	1437760	1439097	-	PF00392	Pfam	9.1436642674562e-15	3.3057354546117862e-18	13	74	0.015676537193091533
NC_003888.3	NC_003888.3_1322	1437760	1439097	-	PF00155	Pfam	5.2719204157504006e-15	1.9059726738070863e-18	154	430	0.015676537193091533
NC_003888.3	NC_003888.3_1324	1439866	1440840	-	PF00892	Pfam	2.7206726161255e-12	9.83612659481381e-16	12	159	0.013706199871476312
NC_003888.3	NC_003888.3_1324	1439866	1440840	-	PF00892	Pfam	2.493864411166672e-16	9.016140315136197e-20	170	306	0.013706199871476312
NC_003888.3	NC_003888.3_1325	1441026	1442030	-	PF00892	Pfam	2.560998802072725e-15	9.25885322513639e-19	17	147	0.015534667273417006
NC_003888.3	NC_003888.3_1325	1441026	1442030	-	PF00892	Pfam	3.435941660099081e-15	1.2422059508673468e-18	159	304	0.015534667273417006
NC_003888.3	NC_003888.3_1329	1443901	1444656	-	PF13191	Pfam	1.3367439337680965e-6	4.832769102560002e-10	21	168	0.012970891540654063
NC_003888.3	NC_003888.3_1329	1443901	1444656	-	PF00005	Pfam	5.874167755184795e-35	2.123704900645262e-38	22	171	0.012970891540654063
NC_003888.3	NC_003888.3_1329	1443901	1444656	-	PF02463	Pfam	1.116580533800703e-8	4.036805979033633e-12	33	216	0.012970891540654063
NC_003888.3	NC_003888.3_1331	1445966	1447180	+	PF07730	Pfam	1.5802986387310757e-18	5.713299489266362e-22	193	260	0.01112707107029588
NC_003888.3	NC_003888.3_1331	1445966	1447180	+	PF02518	Pfam	3.830018390319881e-9	1.3846776537671297e-12	300	394	0.01112707107029588
NC_003888.3	NC_003888.3_1332	1447177	1447812	+	PF00072	Pfam	1.0165770631615326e-24	3.675260532037356e-28	9	120	0.06382904966604744
NC_003888.3	NC_003888.3_1332	1447177	1447812	+	PF00196	Pfam	6.368676373238565e-19	2.3024860351549404e-22	148	202	0.06382904966604744
NC_003888.3	NC_003888.3_1333	1447950	1448759	+	PF02567	Pfam	7.332586661167346e-60	2.650971316401788e-63	6	265	0.056639971149341606
NC_003888.3	NC_003888.3_1338	1453090	1454160	+	PF00356	Pfam	6.167395878495993e-16	2.229716514279101e-19	19	62	0.015566029687803068
NC_003888.3	NC_003888.3_1338	1453090	1454160	+	PF00532	Pfam	5.306675804918515e-33	1.918537890426072e-36	76	319	0.015566029687803068
NC_003888.3	NC_003888.3_1338	1453090	1454160	+	PF13407	Pfam	7.176838858413215e-17	2.59466336168229e-20	76	321	0.015566029687803068
NC_003888.3	NC_003888.3_1338	1453090	1454160	+	PF13377	Pfam	2.869506889506797e-45	1.0374211458809824e-48	182	343	0.015566029687803068
NC_003888.3	NC_003888.3_1339	1454293	1454712	+	PF03459	Pfam	5.375163320284765e-23	1.9432983804355625e-26	4	66	0.0036432724701424106
NC_003888.3	NC_003888.3_1339	1454293	1454712	+	PF03459	Pfam	2.846234228479925e-19	1.0290073132609996e-22	75	135	0.0036432724701424106
NC_003888.3	NC_003888.3_1340	1454780	1457665	-	PF02347	Pfam	7.075972194598694e-180	2.5581967442511545e-183	19	447	0.000018107814917826956
NC_003888.3	NC_003888.3_1340	1454780	1457665	-	PF02347	Pfam	2.9056438554808936e-13	1.0504858479685082e-16	454	736	0.000018107814917826956
NC_003888.3	NC_003888.3_1341	1458090	1458473	+	PF05239	Pfam	6.102775407437581e-11	2.2063540880106944e-14	8	70	0.004061390962715473
NC_003888.3	NC_003888.3_1342	1458383	1459789	-	PF00817	Pfam	1.8982641316541634e-43	6.862849355221126e-47	1	147	0.011636757514671836
NC_003888.3	NC_003888.3_1342	1458383	1459789	-	PF11799	Pfam	8.04858974448829e-23	2.9098299871613486e-26	234	340	0.011636757514671836
NC_003888.3	NC_003888.3_1346	1462078	1462776	-	PF13240	Pfam	5.370381264069454e-9	1.941569509786498e-12	59	81	0.002815537522198041
NC_003888.3	NC_003888.3_1346	1462078	1462776	-	PF16697	Pfam	1.0069241833942834e-16	3.640362195930164e-20	140	227	0.002815537522198041
NC_003888.3	NC_003888.3_1346	1462078	1462776	-	PF00498	Pfam	3.1091683320895326e-20	1.1240666421147984e-23	156	219	0.002815537522198041
NC_003888.3	NC_003888.3_1350	1465266	1467761	-	PF00483	Pfam	5.031068786686837e-55	1.8188968860039178e-58	2	234	0.03442834061589444
NC_003888.3	NC_003888.3_1350	1465266	1467761	-	PF12804	Pfam	9.609246559625212e-14	3.474058770652644e-17	3	128	0.03442834061589444
NC_003888.3	NC_003888.3_1350	1465266	1467761	-	PF02878	Pfam	3.814362757562119e-13	1.379017627462805e-16	384	511	0.03442834061589444
NC_003888.3	NC_003888.3_1350	1465266	1467761	-	PF02879	Pfam	6.599604084132625e-18	2.3859740000479482e-21	532	632	0.03442834061589444
NC_003888.3	NC_003888.3_1350	1465266	1467761	-	PF02880	Pfam	2.1202876469361943e-6	7.665537407578431e-10	640	740	0.03442834061589444
NC_003888.3	NC_003888.3_1351	1467874	1468482	-	PF01066	Pfam	2.5415331879487547e-35	9.188478625989714e-39	15	168	0.006279732614475713
NC_003888.3	NC_003888.3_1352	1474291	1474740	+	PF00358	Pfam	3.9245300841747266e-39	1.4188467404825476e-42	3	124	0.00038412895421503237
NC_003888.3	NC_003888.3_1353	1474827	1476497	+	PF05524	Pfam	1.872472512364276e-22	6.76960416617598e-26	6	123	0.00038802713231961733
NC_003888.3	NC_003888.3_1353	1474827	1476497	+	PF02896	Pfam	1.8885926500316245e-77	6.827883767287146e-81	252	524	0.00038802713231961733
NC_003888.3	NC_003888.3_1355	1477596	1479572	-	PF16177	Pfam	4.0946187202950897e-13	1.4803393782700976e-16	41	97	0.0009817760366747045
NC_003888.3	NC_003888.3_1355	1477596	1479572	-	PF00501	Pfam	1.7864051650149594e-49	6.45844238978655e-53	100	529	0.0009817760366747045
NC_003888.3	NC_003888.3_1355	1477596	1479572	-	PF13193	Pfam	1.0650256271010994e-6	3.850418030011205e-10	542	617	0.0009817760366747045
NC_003888.3	NC_003888.3_1356	1479786	1482173	+	PF01055	Pfam	2.285060119664392e-116	8.261244105800405e-120	276	715	0.02341522640282561
NC_003888.3	NC_003888.3_1357	1482164	1482700	-	PF00293	Pfam	1.1342265011900272e-13	4.100601956579997e-17	48	158	0.027150176843196948
NC_003888.3	NC_003888.3_1358	1482748	1483572	-	PF01427	Pfam	5.4237430176016e-19	1.9608615392630514e-22	44	167	0.04993605808548853
NC_003888.3	NC_003888.3_1358	1482748	1483572	-	PF01427	Pfam	2.4657873848016617e-16	8.914632627627121e-20	197	265	0.04993605808548853
NC_003888.3	NC_003888.3_1359	1483722	1484795	+	PF00563	Pfam	1.361606468752755e-27	4.922655346177712e-31	6	210	0.004198064354790789
NC_003888.3	NC_003888.3_1360	1484743	1485846	+	PF00990	Pfam	6.132460338395165e-13	2.217086167171065e-16	36	115	0.01568105318539443
NC_003888.3	NC_003888.3_1362	1486339	1486734	-	PF05331	Pfam	1.3280386691850494e-40	4.8012967071043e-44	14	131	0.1122315796850172
NC_003888.3	NC_003888.3_1363	1486745	1487179	-	PF03259	Pfam	5.815554216444053e-25	2.102514178034726e-28	17	107	0.11121671198948738
NC_003888.3	NC_003888.3_1367	1494024	1495871	-	PF13589	Pfam	1.4866009275668635e-8	5.374551437335009e-12	37	141	0.10007092793501664
NC_003888.3	NC_003888.3_1367	1494024	1495871	-	PF02518	Pfam	3.123455039128528e-7	1.1292317567348257e-10	40	181	0.10007092793501664
NC_003888.3	NC_003888.3_1372	1504428	1505123	-	PF00392	Pfam	3.004954813413419e-14	1.0863900265413664e-17	20	82	0.1052274023611426
NC_003888.3	NC_003888.3_1372	1504428	1505123	-	PF07729	Pfam	1.1209191189120159e-14	4.052491391583572e-18	92	213	0.1052274023611426
NC_003888.3	NC_003888.3_1373	1505261	1506583	+	PF07690	Pfam	1.0346780111048206e-44	3.740701413972598e-48	47	397	0.10934205138064203
NC_003888.3	NC_003888.3_1373	1505261	1506583	+	PF00083	Pfam	9.407806121956757e-24	3.401231425147056e-27	75	224	0.10934205138064203
NC_003888.3	NC_003888.3_1373	1505261	1506583	+	PF07690	Pfam	6.198247806993793e-10	2.2408705014438875e-13	299	434	0.10934205138064203
NC_003888.3	NC_003888.3_1379	1512639	1514141	-	PF00392	Pfam	3.077512927271064e-12	1.1126221718261258e-15	35	94	0.13380046830479864
NC_003888.3	NC_003888.3_1379	1512639	1514141	-	PF00155	Pfam	8.937850106645167e-29	3.231326864296879e-32	159	462	0.13380046830479864
NC_003888.3	NC_003888.3_1379	1512639	1514141	-	PF12897	Pfam	2.503766091119392e-7	9.051938145767867e-11	207	381	0.13380046830479864
NC_003888.3	NC_003888.3_1381	1514933	1515700	+	PF03009	Pfam	1.4121724628934323e-44	5.105468050952394e-48	20	243	0.06183772361000786
NC_003888.3	NC_003888.3_1382	1515752	1517212	+	PF11700	Pfam	8.452938718218278e-89	3.056015444041315e-92	20	443	0.0004335748835867254
NC_003888.3	NC_003888.3_1382	1515752	1517212	+	PF07690	Pfam	7.441137044201858e-8	2.6902158511214237e-11	73	292	0.0004335748835867254
NC_003888.3	NC_003888.3_1382	1515752	1517212	+	PF07690	Pfam	2.598808884335967e-12	9.395549111843699e-16	284	439	0.0004335748835867254
NC_003888.3	NC_003888.3_1384	1517861	1518445	-	PF04186	Pfam	9.260959536647953e-29	3.3481415533795925e-32	28	141	0.0007409887285830008
NC_003888.3	NC_003888.3_1385	1518492	1519400	-	PF13641	Pfam	1.4466878546789753e-9	5.230252547646332e-13	24	227	0.008596272838960455
NC_003888.3	NC_003888.3_1385	1518492	1519400	-	PF00535	Pfam	1.7833015393459235e-27	6.447221761915847e-31	25	187	0.008596272838960455
NC_003888.3	NC_003888.3_1386	1519926	1521530	-	PF07969	Pfam	1.29996463619755e-109	4.699799841639733e-113	54	529	0.007304087286132345
NC_003888.3	NC_003888.3_1386	1519926	1521530	-	PF01979	Pfam	5.588956611160514e-7	2.0205916887782046e-10	189	483	0.007304087286132345
NC_003888.3	NC_003888.3_1387	1521620	1522198	-	PF13404	Pfam	3.664590810339081e-17	1.3248701411204199e-20	47	88	0.014034352918634214
NC_003888.3	NC_003888.3_1387	1521620	1522198	-	PF13412	Pfam	8.5618680598688915e-16	3.0953969847682183e-19	47	94	0.014034352918634214
NC_003888.3	NC_003888.3_1387	1521620	1522198	-	PF01037	Pfam	3.9558100736260536e-16	1.430155485765023e-19	113	183	0.014034352918634214
NC_003888.3	NC_003888.3_1390	1523218	1524393	-	PF02771	Pfam	4.7195676847211424e-23	1.7062789894147297e-26	15	125	0.016231403155556757
NC_003888.3	NC_003888.3_1390	1523218	1524393	-	PF02770	Pfam	7.552586696643549e-28	2.7305085671162504e-31	130	225	0.016231403155556757
NC_003888.3	NC_003888.3_1390	1523218	1524393	-	PF00441	Pfam	1.0473706496164403e-50	3.78658947800593e-54	237	385	0.016231403155556757
NC_003888.3	NC_003888.3_1390	1523218	1524393	-	PF08028	Pfam	3.32451092818985e-23	1.2019200752674801e-26	252	374	0.016231403155556757
NC_003888.3	NC_003888.3_1391	1524785	1526038	+	PF00704	Pfam	1.9051201710080325e-78	6.887636193087609e-82	54	406	0.0043125662055611145
NC_003888.3	NC_003888.3_1392	1526117	1526719	-	PF00440	Pfam	4.547249997223749e-15	1.6439804762197213e-18	8	48	0.008255476448503333
NC_003888.3	NC_003888.3_1396	1529751	1531607	+	PF00004	Pfam	7.823652206460077e-15	2.828507666833e-18	379	512	0.00484915641116858
NC_003888.3	NC_003888.3_1397	1531792	1532835	-	PF01595	Pfam	1.1029628347776842e-41	3.987573516911367e-45	8	198	2.265789633927947e-6
NC_003888.3	NC_003888.3_1397	1531792	1532835	-	PF00571	Pfam	6.322005584158762e-7	2.2856130094572532e-10	281	330	2.265789633927947e-6
NC_003888.3	NC_003888.3_1398	1532832	1534163	-	PF01595	Pfam	9.26937547155781e-40	3.3511841907295046e-43	10	202	0.00003786625030689981
NC_003888.3	NC_003888.3_1398	1532832	1534163	-	PF03471	Pfam	3.79104936009152e-17	1.3705890672782068e-20	363	432	0.00003786625030689981
NC_003888.3	NC_003888.3_1400	1534876	1535733	-	PF01634	Pfam	2.9460359035804117e-40	1.0650889022344222e-43	49	206	0.00010591126631816631
NC_003888.3	NC_003888.3_1400	1534876	1535733	-	PF08029	Pfam	1.0963392938318339e-26	3.963627237280672e-30	210	281	0.00010591126631816631
NC_003888.3	NC_003888.3_1401	1535782	1536054	-	PF01503	Pfam	1.0246582526747079e-11	3.704476690797932e-15	15	89	0.00003196612780121771
NC_003888.3	NC_003888.3_1402	1536089	1536574	-	PF00885	Pfam	1.0395373762132743e-52	3.758269617546183e-56	17	152	0.00007981735008266285
NC_003888.3	NC_003888.3_1403	1536596	1537885	-	PF00926	Pfam	3.710359153050512e-83	1.3414169027659117e-86	22	215	0.00002331884676029351
NC_003888.3	NC_003888.3_1403	1536596	1537885	-	PF00925	Pfam	1.6065205928336517e-72	5.808100480237352e-76	225	390	0.00002331884676029351
NC_003888.3	NC_003888.3_1404	1537882	1538526	-	PF04973	Pfam	2.2100460781188888e-46	7.9900436663734225e-50	18	198	0.00005386638734075421
NC_003888.3	NC_003888.3_1405	1538523	1539125	-	PF00677	Pfam	4.1784951060481125e-24	1.5106634512104527e-27	3	85	0.000012626915074713926
NC_003888.3	NC_003888.3_1405	1538523	1539125	-	PF00677	Pfam	3.928273651387146e-26	1.4202001631913038e-29	99	183	0.000012626915074713926
NC_003888.3	NC_003888.3_1406	1539609	1541984	+	PF00704	Pfam	1.1782651341755365e-86	4.259816103309966e-90	79	531	0.003910176040820895
NC_003888.3	NC_003888.3_1407	1542226	1542993	+	PF01370	Pfam	1.4380876971205647e-7	5.19916014866437e-11	4	81	0.014228186898105687
NC_003888.3	NC_003888.3_1407	1542226	1542993	+	PF05368	Pfam	5.907405831402009e-12	2.1357215587136692e-15	4	140	0.014228186898105687
NC_003888.3	NC_003888.3_1407	1542226	1542993	+	PF13460	Pfam	2.5511288151853142e-17	9.223169975362669e-21	8	133	0.014228186898105687
NC_003888.3	NC_003888.3_1409	1543454	1544653	-	PF13412	Pfam	1.2779253846408412e-6	4.620120696460019e-10	11	56	0.010425808237747239
NC_003888.3	NC_003888.3_1409	1543454	1544653	-	PF12802	Pfam	2.2395984691907352e-10	8.096885282685232e-14	13	66	0.010425808237747239
NC_003888.3	NC_003888.3_1410	1544766	1545977	+	PF07690	Pfam	3.0128927492185775e-16	1.0892598514890012e-19	23	197	0.01599384608144571
NC_003888.3	NC_003888.3_1410	1544766	1545977	+	PF07690	Pfam	4.980258832682731e-10	1.8005274160096644e-13	217	391	0.01599384608144571
NC_003888.3	NC_003888.3_1411	1545937	1546395	-	PF03061	Pfam	3.993735538415368e-13	1.4438667890149558e-16	30	114	0.003247008190718411
NC_003888.3	NC_003888.3_1412	1546564	1548000	+	PF00860	Pfam	7.094623159090881e-72	2.564939681522372e-75	36	405	0.0009030307473360928
NC_003888.3	NC_003888.3_1415	1550134	1551066	+	PF00296	Pfam	9.376529080653434e-47	3.389923745717077e-50	19	244	0.01679969780913149
NC_003888.3	NC_003888.3_1416	1551086	1552783	-	PF13450	Pfam	5.592528791806905e-9	2.02188314960481e-12	54	117	0.021944493430015827
NC_003888.3	NC_003888.3_1416	1551086	1552783	-	PF01593	Pfam	2.268884006122606e-48	8.202762133487368e-52	59	534	0.021944493430015827
NC_003888.3	NC_003888.3_1417	1552848	1553636	-	PF00795	Pfam	8.596113813761443e-43	3.107777951468345e-46	2	242	0.011691351667442881
NC_003888.3	NC_003888.3_1419	1554266	1555507	-	PF07690	Pfam	2.6631352236143066e-16	9.628109991374933e-20	35	356	0.02113259331368281
NC_003888.3	NC_003888.3_1420	1555656	1556108	-	PF13404	Pfam	1.3297073634279172e-16	4.807329585784227e-20	2	43	0.01821246388912727
NC_003888.3	NC_003888.3_1420	1555656	1556108	-	PF13412	Pfam	3.7408344418651234e-11	1.352434722293971e-14	2	48	0.01821246388912727
NC_003888.3	NC_003888.3_1420	1555656	1556108	-	PF01037	Pfam	2.4801379357864105e-14	8.966514590695627e-18	68	138	0.01821246388912727
NC_003888.3	NC_003888.3_1421	1556124	1557614	-	PF13520	Pfam	8.538532797055147e-57	3.086960519542714e-60	50	455	0.00002795521625669203
NC_003888.3	NC_003888.3_1421	1556124	1557614	-	PF00324	Pfam	1.803631154522254e-40	6.520720009118778e-44	55	461	0.00002795521625669203
NC_003888.3	NC_003888.3_1421	1556124	1557614	-	PF13906	Pfam	1.1712003124144398e-14	4.234274448353e-18	431	481	0.00002795521625669203
NC_003888.3	NC_003888.3_1423	1558380	1559822	-	PF00571	Pfam	5.459690672796523e-8	1.973857799275677e-11	99	141	0.0037262827945117065
NC_003888.3	NC_003888.3_1423	1558380	1559822	-	PF00571	Pfam	3.6374735207870756e-7	1.3150663488022688e-10	151	203	0.0037262827945117065
NC_003888.3	NC_003888.3_1423	1558380	1559822	-	PF03060	Pfam	1.919107975988513e-6	6.938206710009086e-10	259	375	0.0037262827945117065
NC_003888.3	NC_003888.3_1425	1560350	1561369	-	PF04198	Pfam	2.1915779182150988e-72	7.92327519239009e-76	71	321	0.012743504105058177
NC_003888.3	NC_003888.3_1426	1561471	1562157	-	PF00834	Pfam	8.371489967249513e-80	3.0265690409434248e-83	5	199	0.019923554860424877
NC_003888.3	NC_003888.3_1427	1562315	1563520	-	PF01547	Pfam	1.9148872409566573e-13	6.922947364268465e-17	45	229	0.08411624768422736
NC_003888.3	NC_003888.3_1427	1562315	1563520	-	PF13416	Pfam	2.639641949051509e-8	9.543174074662e-12	56	231	0.08411624768422736
NC_003888.3	NC_003888.3_1429	1564452	1565927	-	PF13519	Pfam	1.182104781863831e-7	4.2736976929278053e-11	61	169	0.13823375760069886
NC_003888.3	NC_003888.3_1430	1565986	1568358	-	PF07714	Pfam	2.112696100942043e-8	7.638091471229368e-12	156	324	0.2111159240256758
NC_003888.3	NC_003888.3_1431	1568408	1570477	-	PF00089	Pfam	9.42884647314135e-10	3.4088382043171906e-13	6	191	0.32061934384533297
NC_003888.3	NC_003888.3_1432	1570589	1570885	+	PF19631	Pfam	4.100253614622442e-21	1.4823765779546065e-24	8	85	0.48996009908258725
NC_003888.3	NC_003888.3_1433	1570995	1571951	+	PF13384	Pfam	8.574989927564538e-10	3.100140971643e-13	13	55	0.23961817920418294
NC_003888.3	NC_003888.3_1433	1570995	1571951	+	PF00665	Pfam	3.604509048809293e-31	1.3031486076678572e-34	132	252	0.23961817920418294
NC_003888.3	NC_003888.3_1433	1570995	1571951	+	PF13683	Pfam	4.633534334448824e-20	1.6751751028376081e-23	241	306	0.23961817920418294
NC_003888.3	NC_003888.3_1434	1571971	1573326	-	PF01029	Pfam	1.7688300733934934e-24	6.394902651458761e-28	2	128	0.03298496951038021
NC_003888.3	NC_003888.3_1434	1571971	1573326	-	PF01189	Pfam	2.634581854370415e-45	9.524880167644305e-49	260	448	0.03298496951038021
NC_003888.3	NC_003888.3_1437	1575452	1577602	-	PF17764	Pfam	2.9597044808116606e-13	1.0700305425927913e-16	54	165	0.031530985547849034
NC_003888.3	NC_003888.3_1439	1579175	1580377	-	PF04127	Pfam	4.453160842856272e-72	1.6099641514303226e-75	185	369	0.007645256509130495
NC_003888.3	NC_003888.3_1440	1580546	1580818	-	PF01192	Pfam	7.120227962102772e-16	2.57419666019623e-19	18	81	0.006762808824618285
NC_003888.3	NC_003888.3_1441	1580881	1581474	-	PF00625	Pfam	3.3400818460118616e-46	1.2075494743354525e-49	17	190	0.0036054176478925305
NC_003888.3	NC_003888.3_1442	1581512	1581835	-	PF00416	Pfam	8.99831239526045e-7	3.2531859708099965e-10	49	101	0.00003430583134937175
NC_003888.3	NC_003888.3_1443	1582059	1582904	-	PF00215	Pfam	1.0819218943114095e-37	3.911503594762869e-41	20	265	0.0017902054459021006
NC_003888.3	NC_003888.3_1444	1582901	1584007	-	PF01180	Pfam	5.855624633535508e-93	2.117000952109728e-96	50	348	0.0027678718829051577
NC_003888.3	NC_003888.3_1445	1584104	1587412	-	PF02787	Pfam	1.0503835181563669e-24	3.7974819889962647e-28	430	505	0.0022149849554838922
NC_003888.3	NC_003888.3_1445	1584104	1587412	-	PF02142	Pfam	2.6687335142070275e-22	9.648349653676889e-26	975	1065	0.0022149849554838922
NC_003888.3	NC_003888.3_1446	1587405	1588547	-	PF00988	Pfam	5.0983400712075966e-52	1.843217668549384e-55	15	139	0.0015621384236904194
NC_003888.3	NC_003888.3_1448	1589116	1590402	-	PF12890	Pfam	2.1750530590249507e-14	7.863532389822671e-18	45	234	0.000036968853875102646
NC_003888.3	NC_003888.3_1448	1589116	1590402	-	PF01979	Pfam	6.294194646194714e-19	2.275558440417467e-22	47	420	0.000036968853875102646
NC_003888.3	NC_003888.3_1449	1590407	1591387	-	PF02729	Pfam	4.417598821972251e-43	1.5971073109082615e-46	3	147	0.00281775393540351
NC_003888.3	NC_003888.3_1449	1590407	1591387	-	PF00185	Pfam	2.1090748375994405e-23	7.624999412868549e-27	162	308	0.00281775393540351
NC_003888.3	NC_003888.3_1450	1591502	1592083	-	PF00156	Pfam	1.173249650743233e-21	4.241683480633525e-25	15	156	0.0013754343793352206
NC_003888.3	NC_003888.3_1451	1592381	1592884	+	PF01381	Pfam	2.162110058040444e-9	7.816739183081865e-13	13	69	0.004830735370714125
NC_003888.3	NC_003888.3_1452	1593088	1593516	-	PF01029	Pfam	2.2902499068767137e-33	8.280006893986672e-37	6	132	0.0031988487995485318
NC_003888.3	NC_003888.3_1453	1593519	1594085	-	PF08207	Pfam	1.0624301355572716e-25	3.8410344741766865e-29	3	61	0.000029355899917026385
NC_003888.3	NC_003888.3_1453	1593519	1594085	-	PF01132	Pfam	1.6106764490859632e-21	5.823125267845131e-25	69	122	0.000029355899917026385
NC_003888.3	NC_003888.3_1453	1593519	1594085	-	PF09285	Pfam	1.5766643491591383e-26	5.700160336800934e-30	130	185	0.000029355899917026385
NC_003888.3	NC_003888.3_1454	1594150	1595256	-	PF01321	Pfam	6.401794400561604e-13	2.3144592915985553e-16	8	138	0.00385376972557542
NC_003888.3	NC_003888.3_1454	1594150	1595256	-	PF00557	Pfam	2.3748956800867886e-46	8.586029212172048e-50	146	348	0.00385376972557542
NC_003888.3	NC_003888.3_1455	1595436	1596323	-	PF13671	Pfam	1.7372406026757042e-6	6.280696322037976e-10	116	250	0.011959162504056327
NC_003888.3	NC_003888.3_1456	1596490	1597581	-	PF13685	Pfam	1.9303729430819135e-11	6.978933272168885e-15	26	191	0.03154616872782316
NC_003888.3	NC_003888.3_1456	1596490	1597581	-	PF01761	Pfam	6.1594474745039555e-93	2.226842904737511e-96	71	327	0.03154616872782316
NC_003888.3	NC_003888.3_1457	1597578	1598093	-	PF13238	Pfam	3.201356612622036e-7	1.1573957384750671e-10	6	37	0.0037409537594824565
NC_003888.3	NC_003888.3_1457	1597578	1598093	-	PF01202	Pfam	2.6587238434052495e-43	9.612161400597432e-47	12	166	0.0037409537594824565
NC_003888.3	NC_003888.3_1458	1598090	1599274	-	PF01264	Pfam	6.039385301799856e-117	2.183436479320266e-120	4	368	0.002567995438169934
NC_003888.3	NC_003888.3_1460	1599894	1600733	-	PF18317	Pfam	1.0213338701724126e-8	3.692457954347117e-12	242	271	0.0076188515364741406
